jatkamme-myyntilaidalla,Ahlstrom
salkun-arvo-tuplattu-100-000-euron-rajapyykki-rikkoutui,Mallisalkku
infrassa-vahva-tulos,Lemminkäinen
riskitasoon-nahden-ei-houkutteleva,Sponda
positiivisia-ajureita-ei-nakopiirissa,Technopolis
nostamme-tavoitehintaa-hyvien-tuloskasvunakymien-ansiosta,Amer
vahvaa-osinkovirtaa-luvassa,Okmetic
demerger-and-listing-wireless-creates-shareholder-value,Elektrobit
financing-tozadenant-p3-still-open-risk-share-issue-rising,Biotie Therapies
seurannan-aloitus-valmiina-kasvuun,Comptel
vuodesta-2015-muodostumassa-pienten-porssiyhtioiden-vuosi,Mallisalkku
tuloskaanne-vahvistuu-0,Okmetic
aliarvostettu-sektoriin-nahden,Sponda
markkinaennusteet-ylittyivat-jalleen,Amer
arvostus-ei-huomioi-kasvunakymia,Comptel
financing-solution-found-relatively-high-price,Biotie Therapies
markkinoilta-vahvaa-myotatuulta,Okmetic
upgrade-buy-mexsat-order-improves-outlook-wireless,Elektrobit
aliarvostus-ei-ole-perusteltua,Sponda
next-checkpoint-financing,Biotie Therapies
now-there-are-two-attractive-growth-stories-eb,Elektrobit
tase-ja-kassavirta-etusijalla,Lemminkäinen
toimintaymparisto-haasteellinen,Technopolis
nokiat-ulos-comptelia-sisaan,Mallisalkku
automotive-sold-hefty-price-tag-wireless-undervalued,Elektrobit
kurssinousu-nostanut-rimaa-korkeammalle,Comptel
emme-nae-osakkeessa-merkittavaa-lyhyen-aikavalin-nousuvaraa,Technopolis
rahoitusjarjestely-onnistui-odotettua-paremmin,Biotie Therapies
demand-exceeding-supply-high-margin-products,Okmetic
kasvutarina-etenee-suunnitelmien-mukaisesti,Amer
divestoinnit-laskevat-riskiprofiilia,Sponda
yhtion-tervehtyminen-jatkuu,Lemminkäinen
siirrymme-odottavalle-kannalle,Comptel
heikentyva-toimintaymparisto-ei-tue-osaketta,Technopolis
development-programs-advance-planned,Biotie Therapies
vahvat-naytot-lisaavat-uskoa-uusien-taloudellisten-tavoitteiden-saavuttamisessa,Amer
nostamme-suositusta-kurssilaskun-jalkeen-0,Comptel
cmd-update-aiming-higher-profitability,Okmetic
levollisin-mielin-loppuvuoteen,Mallisalkku
tulospettymyksella-oli-hyvaksyttavat-syyt,Comptel
demand-hiccup-coming-q4,Okmetic
ei-muutosta-isossa-kuvassa,Amer
rahoituskulut-soivat-operatiivisen-tuloksen,Technopolis
divestointistrategia-etenee-suunnitellusti,Sponda
riskituotto-suhde-erittain-houkutteleva,Biotie Therapies
company-report-proven-success-strategy,Okmetic
uusien-tuotteiden-kasvunakyma-oikeuttaa-vaativan-arvostuksen,Comptel
salkkukatsaus-2015-inderes-51-omxhcap-16,Mallisalkku
karsivallisyys-tescon-kanssa-loppui,Mallisalkku
kuudes-perattainen-kannattavan-kasvun-vuosi,Amer
improving-profitability-trend-continues-year,Okmetic
q4-tulos-ja-ohjeistus-pettymyksia,Sponda
erinomainen-tulos-mutta-ohjeistus-pettymys,Technopolis
fortumin-sijoittajatarina-horjuu-emme-ole-valmiita-kasvattamaan-positiotamme-yhtiossa,Mallisalkku
nostamme-suositusta-ennen-vahvaa-tulosta,Comptel
kasvu-voimistuu,Comptel
aika-vetaa-henkea-ja-sulatella-forum-kauppaa,Sponda
revenion-tarina-kasikirjoitettu-disneylla,Mallisalkku
kotiutamme-voitot-pandorassa-hinnoittelu-muuttunut-kriisiyhtiosta-kaikkien-suosikiksi,Mallisalkku
hold-shares-and-accept-offer,Okmetic
pidamme-okmeticit-viela-salkussamme-ja-tulemme-hyvaksymaan-ostotarjouksen,Mallisalkku
osto-comptel,Mallisalkku
q1-confirms-lucrative-timing-offer,Okmetic
edelleen-oikeilla-raiteilla,Comptel
vahva-alku-vuodelle-2016,Amer
hyvaksyimme-okmeticin-ostotarjouksen,Mallisalkku
lyhyen-aikavalin-riskit-eivat-tue-osaketta,Sponda
toimistomarkkinan-heikkous-ja-oulun-haasteet-painavat-nakymia,Technopolis
salkkuyhtioidemme-tuloskausi,Mallisalkku
mallisalkku-5-vuotta-180,Mallisalkku
comptel-yhtioraportti-laatuyhtio-alennuksessa,Comptel
selva-alennus-verrokkiryhmaan-nahden-ei-ole-perusteltua,Amer
vahva-veto-jatkuu,Comptel
pidamme-comptelista-kiinni-kurssirallista-huolimatta,Mallisalkku
tuloskasvunakymat-edelleen-positiiviset,Amer
oikein-hinnoiteltu-0,Sponda
viela-kannattaa-pysytella-kyydissa,Comptel
osakeanti-ja-epavarmuus-yrityskaupoista-painavat-nakymia,Technopolis
cmd-ei-tarjonnut-syita-hypata-osakkeen-kyydista-pois,Amer
pitaydymme-toistaiseksi-odottavalla-kannalla,Technopolis
nostamme-suosituksen-osta-tasolle-ennen-q3-raporttia,Amer
tuloskasvunakymat-ovat-edelleen-positiiviset-lievasta-q3-pettymyksesta-huolimatta,Amer
kasvun-hidastumisen-syyt-tilapaisia,Comptel
arvostusero-verrokkeihin-historiallisesti-korkea,Technopolis
arvostustaso-pitkan-aikavalin-keskiarvon-mukainen,Sponda
ostamme-suomen-hoivatiloja-mallisalkkuun,Hoivatilat
mallisalkullamme-jalleen-erinomainen-vuosi,Mallisalkku
loppuvuoden-tilausvirta-oli-ohut-mutta-laadukas,Comptel
2017-tulos-jaamassa-ennakoitua-heikommaksi,Sponda
arvostustasossa-nousuvaraa-lievasta-q4-pettymyksesta-huolimatta,Technopolis
odottelemme-comptelin-tarjousprosessin-etenemista-osakkeenomistajina,Mallisalkku
odottele-maltilla-tarjousprosessia,Comptel
sadekeha-yhtion-ymparilla-himmenee,Amer
markkinamurros-vaatii-alan-toimijoilta-isoja-uudistuksia,Amer
mallisalkkumme-300-aloituksesta,Mallisalkku
q1-tulos-ja-ohjeistus-jaivat-markkinaodotuksista,Amer
hyvaa-suorituskykya-erityisesti-palveluissa,Technopolis
korkeampi-arvostus-vaatii-korkeampaa-tuottoa,Sponda
ostimme-alihinnoiteltua-affectoa-mallisalkkkuun,Mallisalkku
osake-houkuttelevasti-hinnoiteltu-lahiajan-haasteista-huolimatta,Amer
pidamme-tarjouksen-lapimenoa-hyvin-todennakoisena,Sponda
kasvatamme-omistustamme-taalerissa,Taaleri
nousuvara-kutistunut,Amer
arvo-alkaa-realisoitua,Technopolis
loppuvuoteen-kohdistuu-suuret-odotukset,Amer
ostotarjous-affectosta-ei-ole-kovin-avokatinen-mutta-kelpaa-paremman-puutteessa,Affecto
yhtio-etenee-oikeaan-suuntaan-1,Technopolis
hyppaamme-cmdn-jalkeen-takaisin-osakkeen-kyytiin,Amer
hyvaksyimme-affecton-ostotarjouksen,Mallisalkku
operatiivisesti-hyva-raportti-kertaerat-painoivat-tulosta,Amer
tasaisen-vahvaa-kehitysta-edessa,Technopolis
viimeaikainen-kurssilasku-tarjoaa-hyvan-ostopaikan,Amer
yhtio-etenee-uuden-strategiansa-kanssa,Technopolis
osakkeen-nopea-nousupyrahdys-soi-suurimman-aliarvostuksen,Amer
mallisalkkukatsaus-2017-kaksijakoinen-vuosi,Mallisalkku
vaikea-vuosi-sai-hyvan-paatoksen-0,Amer
vahva-paaoman-tuotto-jatkuu,Technopolis
toimintaympariston-myotatuuli-tukee-yhtiota-vuonna-2018,Technopolis
odotuksia-parempi-tulos-liikevaihdon-lasku-pelastytti-markkinat,Amer
sijoitustutkimus-gf-money,GF Money
sijoitustutkimus-huhtanen-capital,Huhtanen Capital
alkuvuoden-kurssinousu-syonyt-aliarvostuksen,Amer
nykyinen-kurssitaso-ei-kesta-tulospettymyksia,Amer
mallisalkku-7-vuotta-vuosituotto-24,Mallisalkku
luottamuksemme-kasvuennusteita-kohtaan-vahvistui,Technopolis
pidamme-tarjoushintaa-kohtuullisena-omistajille,Technopolis
portfolion-tarkempi-fokus-nousi-cmdlla-isoksi-teemaksi,Amer
ostohuhun-hinta-muhkea-mutta-kasittelemme-sita-kriittisesti,Amer
yllatykseton-raportti-ostohuhut-pitavat-osakkeen-korkeaa-arvostusta-ylla,Amer
ostotarjous-alkaa-nayttaa-erittain-todennakoiselta,Amer
suosittelemme-amer-sportsin-omistajia-tarttumaan-400-euron-kateisostotarjoukseen,Amer
tulos-jaa-sivurooliin-ostotarjouksen-ollessa-kaynnissa,Amer
vuosikatsaus-2019,Mallisalkku
myimme-siivuja-huippuyhtioista,Mallisalkku
mallisalkkukatsaus-2021-turpiin-tuli,Mallisalkku
mallisalkku-ja-inflaatio,Mallisalkku
mallisalkku-ja-talouskasvu,Mallisalkku
mallisalkku-ja-korkojen-nousu,Mallisalkku
